"","ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
"1569",1569,"North Central","Female","Black","Left HS","Widowed","Protestant","Pretty happy","10000-124999","Not Str Dem","Liberal","Not legal","Oppose",NA,NA,"Too little","Too little","Too little","Too much","Gore","Yes"
"1570",1570,"Mountain","Female","White","HS","Divorced","Protestant","Very happy",NA,"Strong Dem","Extremely liberal","Legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"1571",1571,"Mountain","Female","White","HS","Widowed","None","Not too happy","8000-9999","Ind, Near Dem","Extremely liberal","Legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"1572",1572,"Mountain","Female","White","Graduate","Never Married","Protestant",NA,"10000-124999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",1573,"Mountain","Female","White","HS","Married","Christian",NA,"25000-29999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1574",1574,"Mountain","Female","White","HS","Never Married","Catholic","Pretty happy","30000-34999","Not Str Rep","Slightly conservative","Legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"1575",1575,"Mountain","Male","White","HS","Married","Catholic","Very happy","40000-49999","Strong Dem","Liberal",NA,"Favor","No","Favor","Too little","Too little","About right","About right","Gore","Yes"
"1576",1576,"Mountain","Female","White","HS","Separated","Catholic",NA,"25000-29999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",1577,"Mountain","Male","White","HS","Never Married","Catholic","Pretty happy","40000-49999","Not Str Rep","Moderate",NA,"Oppose","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"1578",1578,"Mountain","Female","White","HS","Widowed","Protestant","Very happy",NA,"Not Str Dem","Slightly conservative","Not legal","Oppose",NA,NA,"Too little","About right","About right","About right","Gore","Yes"
"1579",1579,"Mountain","Female","White","Bachelors","Never Married","Buddhism",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Nader",NA
"1580",1580,"Mountain","Female","White","Bachelors","Divorced","Orthodox-Christian",NA,"30000-34999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",1581,"Mountain","Female","Other","HS","Divorced","Christian",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","About right","About right","About right",NA,NA
"1582",1582,"Mountain","Female","White","Bachelors","Never Married","Protestant","Very happy","50000-59999","Not Str Dem","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"1583",1583,"Mountain","Female","Other","HS","Separated","Catholic","Not too happy","25000-29999","Ind, Near Dem","Moderate","Not legal","Favor",NA,NA,"Too little","Too little","Too little","Too little",NA,"No"
"1584",1584,"Mountain","Male","White","Bachelors","Never Married","Catholic",NA,"75000-89999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
"1585",1585,"Mountain","Male","White","Bachelors","Married","Protestant",NA,"50000-59999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1586",1586,"Mountain","Female","White","Bachelors","Married","Catholic","Pretty happy","25000-29999","Not Str Dem","Moderate",NA,"Favor","No","Favor","Too little","Too little","Too little",NA,"Gore","Yes"
"1587",1587,"Mountain","Female","White","Jr Col","Never Married","None","Very happy","8000-9999","Ind, Near Dem","Slightly liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,"Nader",NA
"1588",1588,"Mountain","Male","White","Jr Col","Divorced","None","Pretty happy","60000-74999","Ind, Near Dem","Slightly liberal","Legal","Favor","Yes","Favor","Too much","Too little","Too little","Too much",NA,"No"
"1589",1589,"Mountain","Male","White","Jr Col","Never Married","None",NA,"50000-59999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1590",1590,"Mountain","Female","White","Graduate","Never Married","None","Not too happy","50000-59999","Other party","Extremely liberal","Legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"No"
"1591",1591,"Mountain","Female","White","Jr Col","Married","Protestant",NA,"40000-49999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1592",1592,"North Central","Female","White","HS","Divorced","Catholic",NA,"40000-49999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1593",1593,"North Central","Male","White","HS","Never Married","Catholic","Pretty happy","1000-2999","Not Str Dem","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"1594",1594,"North Central","Male","White","HS","Married","Catholic","Not too happy",NA,"Ind, Near Rep","Conservative","Legal","Favor",NA,NA,"About right","Too little","Too little","About right",NA,"Yes"
"1595",1595,"North Central","Female","White","Jr Col","Divorced","Catholic",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too little","Gore",NA
"1596",1596,"North Central","Female","White","HS","Married","Catholic",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1597",1597,"North Central","Female","White","Bachelors","Never Married","Protestant","Very happy","40000-49999","Not Str Rep","Moderate","Legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"1598",1598,"North Central","Female","White","HS","Widowed","Protestant","Very happy",NA,"Ind, Near Dem","Moderate","Not legal","Favor","No","Favor","About right","Too little","About right","About right","Bush","Yes"
"1599",1599,"North Central","Female","White","HS","Divorced","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1600",1600,"North Central","Female","White","Jr Col","Married","Protestant",NA,"25000-29999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"1601",1601,"North Central","Male","White","HS","Never Married","Catholic","Pretty happy","8000-9999","Ind, Near Dem","Moderate",NA,"Favor","No","Oppose","Too much","Too little","Too much","Too much",NA,"Yes"
"1602",1602,"North Central","Male","White","HS","Married","Catholic","Very happy","40000-49999","Ind, Near Dem","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"No"
"1603",1603,"North Central","Male","White","HS","Married","Catholic","Very happy","60000-74999","Not Str Rep","Moderate","Not legal","Favor","Yes","Favor","About right","Too little","Too little","Too little","Bush","Yes"
"1604",1604,"North Central","Female","White","HS","Married","Protestant",NA,"35000-39999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1605",1605,"North Central","Male","White","Bachelors","Never Married","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right",NA,NA
"1606",1606,"North Central","Female","White","HS","Married","Catholic","Pretty happy","22500-24999","Not Str Dem","Slightly liberal","Legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"1607",1607,"North Central","Female","White","HS","Married","Protestant","Pretty happy","25000-29999","Not Str Dem","Slightly liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
"1608",1608,"North Central","Female","White","HS","Married","Protestant","Very happy",NA,"Not Str Rep","Moderate","Not legal","Favor",NA,NA,"Too much","Too little","About right","Too much","Bush","Yes"
"1609",1609,"South Atlantic","Male","White","HS","Married","Inter-nondenominational","Very happy",NA,"Not Str Rep","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Bush",NA
"1610",1610,"South Atlantic","Female","White","Bachelors","Married","Catholic",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1611",1611,"South Atlantic","Male","Black","Left HS","Never Married","Catholic","Not too happy","20000-22499","Not Str Rep","Extremely liberal",NA,"Oppose","No",NA,"Too much","Too little","Too little","Too little",NA,"Yes"
"1612",1612,"South Atlantic","Male","White","HS","Married","Catholic","Very happy","50000-59999","Not Str Rep","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"1613",1613,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1614",1614,"South Atlantic","Female","Black","Jr Col","Married","Protestant","Very happy","25000-29999","Not Str Dem","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
"1615",1615,"South Atlantic","Female","Black","Left HS","Separated","Christian","Pretty happy",NA,"Strong Dem","Moderate","Not legal","Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
"1616",1616,"South Atlantic","Female","Black","HS","Never Married","None",NA,"8000-9999","Ind",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much","Gore",NA
"1617",1617,"South Atlantic","Female","White","HS","Divorced","None",NA,"20000-22499","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",1618,"South Atlantic","Female","White","HS","Married","Catholic",NA,"17500-19999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"1619",1619,"South Atlantic","Male","White","Jr Col","Never Married","None",NA,"35000-39999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"1620",1620,"South Atlantic","Female","White","HS","Married","Catholic",NA,"30000-34999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1621",1621,"South Atlantic","Female","White","HS","Married","Protestant","Pretty happy","50000-59999","Not Str Dem","Moderate",NA,"Favor","No","Favor","Too much","Too little","Too little","Too little","Bush",NA
"1622",1622,"South Atlantic","Male","White","HS","Widowed","Catholic","Pretty happy",NA,"Strong Dem","Extremely conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","No"
"1623",1623,"South Atlantic","Male","White","HS","Never Married","None",NA,"25000-29999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",1624,"Pacific","Male","White","Bachelors","Never Married","None",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"Too much","About right","Too little","About right","Bush",NA
"1625",1625,"Pacific","Female","White","Bachelors","Married","None",NA,"50000-59999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1626",1626,"Pacific","Female","White","HS","Widowed","Protestant","Very happy","4000-4999","Strong Rep","Conservative",NA,"Favor","Yes","Favor","Too little","Too much","About right","About right","Bush","Yes"
"1627",1627,"Pacific","Male","White","HS","Never Married","Christian","Not too happy","3000-3999","Not Str Rep","Conservative","Not legal","Favor","Yes","Oppose","About right","Too little",NA,NA,"Bush","Yes"
"1628",1628,"Pacific","Male","Other","HS","Divorced","Moslem/Islam",NA,"17500-19999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",1629,"Pacific","Female","White","Bachelors","Never Married","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
"1630",1630,"Pacific","Male","White","Bachelors","Married","Protestant","Very happy","60000-74999","Strong Rep","Conservative",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
"1631",1631,"Pacific","Female","White","Bachelors","Married","None",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
"1632",1632,"Pacific","Male","White","Bachelors","Never Married","None",NA,"60000-74999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Gore",NA
"1633",1633,"Pacific","Male","Other","HS","Married","Catholic","Very happy",NA,"Strong Dem","Liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore",NA
"1634",1634,"Pacific","Male","White","HS","Never Married","Protestant",NA,"60000-74999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",1635,"Pacific","Female","White","Bachelors","Never Married","Christian","Very happy",NA,"Not Str Dem","Liberal",NA,"Oppose","No","Favor","Too much","Too little","Too little","About right",NA,"Yes"
"1636",1636,"Pacific","Male","White","Bachelors","Divorced","Catholic","Pretty happy","50000-59999","Strong Rep","Conservative","Legal","Favor","Yes","Oppose","About right","Too much","Too much","About right","Bush","Yes"
"1637",1637,"Pacific","Male","White","HS","Never Married","None",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too little","Gore",NA
"1638",1638,"Pacific","Female","White","HS","Divorced","None",NA,"60000-74999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",1639,"Pacific","Male","White","Bachelors","Divorced","Protestant","Pretty happy",NA,"Not Str Rep","Moderate",NA,"Oppose","No","Favor","Too little","About right","Too little","Too little","Gore","Yes"
"1640",1640,"Pacific","Female","Other","Bachelors","Never Married","None",NA,"60000-74999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641",1641,"Pacific","Female","White","HS","Never Married","None","Not too happy","7000-7999","Other party","Extremely liberal",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Nader","Yes"
"1642",1642,"Pacific","Female","White","HS","Never Married","None","Not too happy","1000-2999","Ind, Near Dem","Extremely liberal","Legal","Oppose","No","Favor",NA,NA,NA,NA,"Nader",NA
"1643",1643,"Pacific","Male","Other","Left HS","Married","Catholic",NA,"5000-5999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1644",1644,"Pacific","Male","Other","Left HS","Married","Catholic",NA,"1000-2999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little",NA,"Too much",NA,NA
"1645",1645,"Pacific","Female","Other","HS","Never Married","Protestant","Pretty happy",NA,"Not Str Dem","Moderate",NA,"Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
"1646",1646,"Pacific","Female","Other","Bachelors","Married","Catholic","Pretty happy","3000-3999",NA,"Extremely conservative","Not legal","Favor",NA,NA,"About right","About right","About right","About right",NA,"Yes"
"1647",1647,"Pacific","Male","Other","HS","Married","Catholic",NA,"17500-19999",NA,NA,NA,NA,NA,NA,NA,NA,"About right",NA,NA,NA
"1648",1648,"Pacific","Male","White","Jr Col","Married","None",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
"1649",1649,"Pacific","Female","White","Jr Col","Married","Protestant","Pretty happy","15000-17499","Not Str Rep","Slightly conservative","Legal","Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"1650",1650,"Pacific","Female","White","Bachelors","Married","Catholic",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
"1651",1651,"Pacific","Male","White","HS","Divorced","None","Pretty happy","60000-74999","Ind",NA,"Legal","Favor","Yes","Favor","Too much","Too little","Too little","Too little",NA,NA
"1652",1652,"Pacific","Male","White","Bachelors","Married","Other",NA,"130000-149999","Other party",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1653",1653,"Pacific","Female","Other","Graduate","Married","Protestant","Pretty happy","30000-34999","Not Str Dem","Liberal","Not legal","Oppose",NA,NA,"About right","About right","Too little","About right","Gore","Yes"
"1654",1654,"Pacific","Female","White","Bachelors","Married","Protestant","Very happy","20000-22499","Not Str Dem","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"1655",1655,"Pacific","Male","White","HS","Married","None",NA,"50000-59999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1656",1656,"Mid-Atl","Male","White","Graduate","Married","None","Pretty happy","110000-129999","Ind, Near Rep","Moderate",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
"1657",1657,"Mid-Atl","Male","White","Jr Col","Divorced","None",NA,"40000-49999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little",NA,NA
"1658",1658,"Mid-Atl","Male","White","Bachelors","Never Married","Orthodox-Christian","Pretty happy","25000-29999","Ind, Near Dem","Slightly conservative","Not legal",NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1659",1659,"Mid-Atl","Male","White","Graduate","Divorced","Protestant",NA,"4000-4999","Strong Rep",NA,NA,NA,NA,NA,"About right","About right","About right","About right","Bush",NA
"1660",1660,"Mid-Atl","Female","Black","HS","Married","Protestant","Very happy",NA,"Strong Dem","Conservative","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore",NA
"1661",1661,"Mid-Atl","Female","Black","HS","Widowed","Protestant","Not too happy",NA,"Ind","Liberal","Not legal","Oppose","No","Favor","Too much","Too little","Too little","About right",NA,"No"
"1662",1662,"Mid-Atl","Male","Black","HS","Never Married","Protestant",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1663",1663,"Mid-Atl","Female","Black","HS","Never Married","Protestant",NA,"35000-39999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1664",1664,"Mid-Atl","Female","Black","HS","Never Married","Protestant","Very happy","20000-22499","Strong Dem","Moderate",NA,"Favor","No","Oppose",NA,NA,NA,NA,NA,"Yes"
"1665",1665,"Mid-Atl","Female","Black","HS","Married","Protestant","Very happy","17500-19999","Not Str Dem","Moderate","Not legal","Oppose","Yes","Oppose",NA,NA,NA,NA,"Gore","Yes"
"1666",1666,"Mid-Atl","Male","Black","HS","Divorced","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1667",1667,"Mid-Atl","Male","Black","Jr Col","Married","Protestant",NA,"12500-14999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too much","Too much","Gore",NA
"1668",1668,"Mid-Atl","Female","White","HS","Married","Protestant","Pretty happy","8000-9999","Strong Dem","Moderate","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Gore","Yes"
"1669",1669,"Mid-Atl","Female","White","HS","Married","None",NA,"25000-29999","Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"1670",1670,"Mid-Atl","Female","White","HS","Never Married","Catholic","Not too happy",NA,"Not Str Dem","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"1671",1671,"Mid-Atl","Female","White","Jr Col","Married","Protestant","Very happy","25000-29999","Not Str Dem","Moderate","Not legal","Favor","Yes","Favor","Too little","Too little","About right","Too much","Gore","Yes"
"1672",1672,"South Atlantic","Female","White","HS","Never Married","Catholic","Pretty happy",NA,"Ind","Moderate",NA,"Favor","No","Favor","About right","About right","About right",NA,NA,"Yes"
"1673",1673,"South Atlantic","Female","White","Left HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674",1674,"South Atlantic","Male","White","Left HS","Never Married","Protestant",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little",NA,NA,NA
"1675",1675,"South Atlantic","Male","White","Left HS","Married","Catholic","Pretty happy","130000-149999","Strong Dem","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"No"
"1676",1676,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"40000-49999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
"1677",1677,"South Atlantic","Female","Black","HS","Never Married","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too much","Gore",NA
"1678",1678,"South Atlantic","Female","Black","Left HS","Married","None",NA,"under 1000","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",1679,"South Atlantic","Female","Black","HS","Never Married","Protestant","Very happy","22500-24999","Not Str Dem","Extremely liberal",NA,"Oppose","No","Favor","About right","Too little","About right","Too much","Gore","No"
"1680",1680,"South Atlantic","Female","Black","HS","Divorced","Inter-nondenominational","Pretty happy","15000-17499","Strong Dem","Liberal","Legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore","Yes"
"1681",1681,"South Atlantic","Female","Black","HS","Never Married","None","Pretty happy",NA,"Not Str Dem","Moderate","Not legal","Oppose","No","Favor","About right","Too little","Too little","Too little","Gore",NA
"1682",1682,"South Atlantic","Female","Black","HS","Never Married","Protestant",NA,"6000-6999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",1683,"South Atlantic","Female","Black","Left HS","Never Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684",1684,"South Atlantic","Female","Black","Left HS","Never Married","Protestant","Pretty happy","17500-19999","Ind, Near Rep","Moderate",NA,"Favor","No","Favor","About right","About right","About right","Too much",NA,"Yes"
"1685",1685,"South Atlantic","Female","Black","HS","Never Married","Protestant","Pretty happy","6000-6999","Ind","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"No"
"1686",1686,"South Atlantic","Male","Other","HS","Never Married","None",NA,"20000-22499","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",1687,"South Atlantic","Female","White","HS","Married","Protestant",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too much",NA,NA
"1688",1688,"South Atlantic","Male","White","Jr Col","Married","None","Very happy","40000-49999","Strong Dem","Extremely liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore","No"
"1689",1689,"South Atlantic","Male","White","Bachelors","Divorced","Protestant","Pretty happy","130000-149999","Other party","Moderate","Legal","Oppose",NA,NA,"Too much","Too much",NA,"Too little","Other","Yes"
"1690",1690,"South Atlantic","Female","Other","HS","Married","Christian","Pretty happy","22500-24999","Other party",NA,"Not legal","Oppose","No","Favor",NA,NA,NA,NA,NA,"Yes"
"1691",1691,"South Atlantic","Male","Black","HS","Never Married","Catholic",NA,"under 1000","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1692",1692,"South Atlantic","Male","White","HS","Never Married","Protestant","Very happy","60000-74999","Not Str Dem","Slightly conservative",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
"1693",1693,"South Atlantic","Female","White","Bachelors","Married","Catholic",NA,"110000-129999","Ind",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
"1694",1694,"South Atlantic","Male","White","HS","Married","Protestant",NA,"50000-59999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Bush",NA
"1695",1695,"South Atlantic","Male","White","Graduate","Married","Protestant","Pretty happy",NA,"Ind, Near Dem","Conservative","Not legal","Favor","Yes","Favor","Too much","Too little","Too little","About right",NA,"No"
"1696",1696,"South Atlantic","Female","Black","HS","Married","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1697",1697,"South Atlantic","Male","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","About right","Bush",NA
"1698",1698,"Pacific","Female","White","Bachelors","Widowed","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1699",1699,"Pacific","Female","White","Left HS","Divorced","Catholic",NA,"12500-14999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",1700,"Pacific","Male","Black","Bachelors","Separated","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right","Gore",NA
"1701",1701,"Pacific","Female","White","Left HS","Widowed","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"About right","About right","About right","About right",NA,NA
"1702",1702,"Pacific","Male","Other","Jr Col","Married","Buddhism","Very happy","30000-34999","Strong Rep","Slightly liberal",NA,"Favor","No","Favor","About right","About right","Too little","Too little","Bush","Yes"
"1703",1703,"Pacific","Male","Black","Bachelors","Never Married","Buddhism","Pretty happy","35000-39999","Ind, Near Dem","Slightly conservative",NA,"Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
"1704",1704,"Pacific","Female","White","HS","Married","Catholic","Pretty happy",NA,"Ind","Slightly liberal",NA,"Favor","No","Oppose","Too little","Too little","Too little","About right",NA,"Yes"
"1705",1705,"Pacific","Female","White","HS","Divorced","None",NA,"1000-2999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1706",1706,"Pacific","Male","White","Jr Col","Married","Protestant","Very happy","15000-17499","Strong Rep","Conservative",NA,"Favor","Yes","Favor","Too much","Too little","About right","About right","Bush","Yes"
"1707",1707,"Pacific","Female","White","Bachelors","Divorced","Catholic","Not too happy","50000-59999","Ind","Slightly liberal","Legal",NA,NA,NA,NA,NA,NA,NA,"Gore","Yes"
"1708",1708,"Pacific","Male","White","Bachelors","Married","None","Very happy","90000-109999","Ind, Near Rep","Moderate","Legal","Favor","No","Favor","About right","Too little","Too little","Too little","Bush",NA
"1709",1709,"Pacific","Female","White","Graduate","Married","Catholic",NA,"90000-109999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"1710",1710,"Pacific","Female","White","HS","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"1711",1711,"Pacific","Male","White","Left HS","Married","None","Pretty happy",NA,"Other party","Moderate",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","No"
"1712",1712,"Pacific","Male","White","HS","Never Married","Protestant","Pretty happy","40000-49999","Not Str Rep","Conservative","Not legal","Favor",NA,NA,"About right","Too much","About right","About right","Bush","Yes"
"1713",1713,"Pacific","Female","Other","Bachelors","Married","Catholic","Pretty happy","50000-59999","Strong Dem","Liberal","Not legal","Favor","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"1714",1714,"Pacific","Female","White","Jr Col","Never Married","Protestant",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
"1715",1715,"Pacific","Male","White","HS","Divorced","Christian","Pretty happy","30000-34999","Not Str Rep","Conservative","Legal","Favor",NA,NA,"Too much","Too little","About right","About right",NA,"No"
"1716",1716,"Pacific","Female","White","HS","Divorced","Protestant",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,"About right","About right","Too little","About right","Gore",NA
"1717",1717,"Pacific","Female","White","Jr Col","Never Married","Catholic",NA,"35000-39999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Gore",NA
"1718",1718,"Pacific","Female","White","HS","Never Married","Catholic",NA,"under 1000","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",1719,"Mountain","Female","White","Bachelors","Married","Protestant","Pretty happy","5000-5999","Not Str Rep","Moderate","Legal","Oppose","Yes","Favor","Too little","Too little","Too little","Too little","Bush","Yes"
"1720",1720,"Mountain","Female","White","HS","Divorced","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
"1721",1721,"Mountain","Male","White","Graduate","Married","Protestant","Very happy","60000-74999","Not Str Rep","Slightly conservative",NA,"Favor","Yes","Favor","About right","Too little","Too little","Too little","Bush","Yes"
"1722",1722,"Mountain","Female","Other","Bachelors","Never Married","Catholic","Pretty happy",NA,"Ind","Slightly conservative",NA,NA,"No","Favor",NA,NA,NA,NA,NA,NA
"1723",1723,"Mountain","Female","Other","Bachelors","Divorced","Catholic","Pretty happy","30000-34999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,"About right","Too little","Too little","About right","Gore","Yes"
