,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,orig.id
502,2013,3,3,2000,1845,75,2326,2210,76,B6,171,N536JB,JFK,SMF,354,2521,18,45,138772
503,2013,11,16,739,740,-1,855,910,-15,WN,2339,N774SW,LGA,BNA,119,764,7,40,69968
504,2013,12,7,759,759,0,1004,1004,0,B6,1273,N184JB,JFK,CHS,102,636,7,59,89126
505,2013,7,3,825,830,-5,1027,1039,-12,EV,4419,N14179,EWR,XNA,159,1131,8,30,252560
506,2013,12,6,1655,1659,-4,2052,2034,18,B6,167,N662JB,JFK,OAK,390,2576,16,59,88673
507,2013,2,18,1824,1805,19,2008,1955,13,MQ,4626,N534MQ,LGA,CMH,76,479,18,5,126813
508,2013,8,1,1605,1500,65,1748,1647,61,UA,685,N447UA,LGA,ORD,108,733,15,0,280446
509,2013,1,5,820,755,25,916,905,11,WN,3517,N429WN,LGA,BWI,38,185,7,55,3750
510,2013,10,24,1018,1000,18,1143,1130,13,EV,5736,N909EV,LGA,IAD,51,229,10,0,48785
511,2013,10,26,1053,1055,-2,1346,1353,-7,B6,1,N615JB,JFK,FLL,148,1069,10,55,50711
512,2013,5,31,1455,1445,10,1804,1805,-1,AA,1925,N3HGAA,LGA,MIA,143,1096,14,45,221757
513,2013,9,19,852,829,23,1025,1001,24,9E,3579,N8921B,LGA,IAD,40,229,8,29,325909
514,2013,5,20,1606,1500,66,1726,1638,48,UA,741,N408UA,LGA,ORD,100,733,15,0,211618
515,2013,7,26,617,615,2,754,808,-14,US,1125,N128UW,JFK,CLT,71,541,6,15,274184
516,2013,6,4,1752,1700,52,2131,2054,37,DL,329,N3767,JFK,SJU,192,1598,17,0,225585
517,2013,7,5,723,725,-2,824,845,-21,WN,2463,N554WN,EWR,BNA,103,748,7,25,254162
518,2013,4,12,658,700,-2,955,947,8,B6,987,N592JB,JFK,MCO,142,944,7,0,175701
519,2013,12,19,1519,1520,-1,1759,1750,9,MQ,3553,N6EAMQ,LGA,XNA,183,1147,15,20,100380
520,2013,9,6,1311,1312,-1,1611,1624,-13,B6,1639,N531JB,LGA,RSW,154,1080,13,12,314173
521,2013,3,30,605,615,-10,711,723,-12,B6,380,N249JB,EWR,BOS,39,200,6,15,163450
522,2013,9,29,1120,1115,5,1406,1428,-22,9E,3493,N903XJ,LGA,SRQ,130,1047,11,15,335155
523,2013,6,12,1038,1045,-7,1211,1241,-30,EV,5033,N712EV,LGA,MEM,126,963,10,45,232712
524,2013,3,4,1346,1350,-4,1657,1715,-18,US,186,N659AW,EWR,PHX,297,2133,13,50,139339
525,2013,11,16,1820,1830,-10,1940,1950,-10,MQ,3486,N514MQ,LGA,BNA,123,764,18,30,70482
526,2013,3,6,1456,1455,1,1633,1645,-12,AA,337,N579AA,LGA,ORD,116,733,14,55,141287
527,2013,8,6,926,930,-4,1033,1048,-15,B6,586,N294JB,JFK,ROC,49,264,9,30,284874
528,2013,3,8,11,2230,101,437,312,85,B6,713,N509JB,JFK,SJU,186,1598,22,30,142782
529,2013,3,5,801,805,-4,1053,1106,-13,DL,2395,N310NW,LGA,PBI,147,1035,8,5,140018
530,2013,1,3,944,745,119,1112,930,102,AA,309,N578AA,LGA,ORD,128,733,7,45,2038
531,2013,9,17,2203,2045,78,2256,2153,63,B6,2680,N292JB,EWR,BOS,40,200,20,45,324700
532,2013,11,7,NA,1345,NA,NA,1520,NA,MQ,3305,N523MQ,LGA,RDU,NA,431,13,45,62370
533,2013,3,3,1020,1029,-9,1200,1235,-35,EV,5134,N751EV,EWR,DTW,77,488,10,29,138218
534,2013,8,19,1254,1252,2,1516,1502,14,EV,4227,N12195,EWR,MSY,183,1167,12,52,297471
535,2013,6,28,818,820,-2,1011,1043,-32,EV,5537,N760EV,LGA,MCI,151,1107,8,20,247918
536,2013,3,23,1527,1535,-8,1717,1714,3,9E,4178,N8423C,JFK,ROC,52,264,15,35,157315
537,2013,5,29,941,955,-14,1139,1210,-31,9E,4060,N602XJ,LGA,DAY,82,549,9,55,219527
538,2013,6,5,1141,1046,55,1256,1205,51,EV,4510,N19554,EWR,MKE,119,725,10,46,226183
539,2013,4,21,900,900,0,1225,1215,10,AA,647,N5EVAA,JFK,MIA,161,1089,9,0,184175
540,2013,11,29,2033,2035,-2,2143,2200,-17,WN,1419,N439WN,LGA,MDW,113,725,20,35,82260
541,2013,5,27,1632,1630,2,1852,1853,-1,FL,716,N954AT,LGA,ATL,106,762,16,30,217951
542,2013,7,1,1024,1030,-6,1416,1345,31,AA,179,N319AA,JFK,SFO,333,2586,10,30,250727
543,2013,9,12,1914,1645,149,52,2015,NA,B6,415,N597JB,JFK,SFO,NA,2586,16,45,319848
544,2013,11,28,850,855,-5,1343,1342,1,DL,301,N3750D,JFK,SJU,207,1598,8,55,81204
545,2013,5,27,1549,1500,49,1717,1645,32,AA,341,N578AA,LGA,ORD,117,733,15,0,217898
546,2013,12,25,643,630,13,904,859,5,DL,807,N977AT,EWR,ATL,115,746,6,30,105262
547,2013,7,7,750,755,-5,852,930,-38,AA,309,N4YJAA,LGA,ORD,104,733,7,55,255840
548,2013,3,10,953,959,-6,1225,1255,-30,UA,709,N487UA,EWR,MCO,128,937,9,59,144742
549,2013,11,8,1611,1615,-4,1825,1838,-13,UA,308,N818UA,EWR,DEN,235,1605,16,15,63008
550,2013,1,1,2121,2040,41,6,2323,43,B6,227,N307JB,EWR,MCO,143,937,20,40,806
551,2013,2,19,701,659,2,1014,959,15,AA,1815,N5EUAA,JFK,MCO,144,944,6,59,127110
552,2013,10,25,1633,1635,-2,1815,1815,0,MQ,2949,N681MQ,JFK,BNA,113,765,16,35,50117
553,2013,12,8,748,750,-2,1232,1255,-23,AA,936,N5FGAA,JFK,STT,198,1623,7,50,89801
554,2013,10,1,1955,2000,-5,2144,2211,-27,YV,2677,N910FJ,LGA,CLT,77,544,20,0,27880
555,2013,9,7,1550,1600,-10,1757,1905,-68,AA,1156,N3EHAA,LGA,DFW,171,1389,16,0,315163
556,2013,7,23,2315,2135,100,233,30,123,B6,1201,N641JB,JFK,FLL,135,1069,21,35,272021
557,2013,11,11,2353,2359,-6,443,437,6,B6,839,N627JB,JFK,BQN,192,1576,23,59,65954
558,2013,9,15,1815,1800,15,2003,2001,2,DL,2331,N343NB,LGA,DTW,81,502,18,0,322558
559,2013,7,10,NA,2140,NA,NA,2300,NA,MQ,3621,N846MQ,JFK,DCA,NA,213,21,40,259628
560,2013,10,26,1855,1900,-5,2121,2131,-10,DL,245,N3745B,JFK,PHX,289,2153,19,0,51064
561,2013,10,5,637,640,-3,855,905,-10,DL,27,N3740C,JFK,ATL,106,760,6,40,30976
562,2013,3,19,1731,1740,-9,1904,1925,-21,WN,3428,N429WN,EWR,STL,136,872,17,40,153620
563,2013,9,3,723,726,-3,1059,1048,11,UA,1651,N39450,EWR,SFO,325,2565,7,26,310955
564,2013,9,15,607,615,-8,735,813,-38,US,1989,N762US,EWR,CLT,71,529,6,15,321878
565,2013,8,15,730,611,79,1116,954,82,B6,1403,N635JB,JFK,SJU,196,1598,6,11,293471
566,2013,7,12,1622,1459,83,1917,1737,100,DL,451,N548US,LGA,ATL,126,762,14,59,261295
567,2013,9,25,1152,1159,-7,1448,1453,-5,B6,323,N524JB,JFK,LAX,328,2475,11,59,331594
568,2013,5,8,731,736,-5,846,854,-8,EV,4218,N11155,EWR,BNA,102,748,7,36,200056
569,2013,2,4,2113,2046,27,2357,2318,39,EV,4645,N16961,EWR,JAX,139,820,20,46,114603
570,2013,5,7,1209,1217,-8,1353,1414,-21,EV,3852,N12569,EWR,DAY,80,533,12,17,199371
571,2013,3,6,844,845,-1,1050,1057,-7,US,1429,N705UW,LGA,CLT,86,544,8,45,141027
572,2013,10,2,1708,1714,-6,1810,1839,-29,B6,918,N203JB,JFK,BOS,40,187,17,14,28678
573,2013,6,19,1501,1455,6,1822,1830,-8,AA,779,N3CSAA,LGA,MIA,154,1096,14,55,239579
574,2013,8,17,1207,1210,-3,1315,1350,-35,AA,329,N514AA,LGA,ORD,105,733,12,10,295660
575,2013,4,18,834,815,19,1113,1038,35,FL,346,N982AT,LGA,ATL,105,762,8,15,181433
576,2013,2,8,1126,1140,-14,1450,1445,5,AA,1623,N3EHAA,EWR,MIA,158,1085,11,40,117680
577,2013,11,6,1537,1540,-3,1719,1715,4,UA,312,N817UA,EWR,CLE,67,404,15,40,61007
578,2013,7,12,1157,1200,-3,1521,1507,14,UA,580,N518UA,JFK,SFO,329,2586,12,0,261046
579,2013,7,30,2055,2100,-5,2350,12,-22,DL,2065,N3754A,JFK,FLL,132,1069,21,0,278805
580,2013,10,7,738,742,-4,1004,1052,-48,UA,1455,N27213,EWR,LAX,309,2454,7,42,32671
581,2013,1,2,804,805,-1,1039,1110,-31,UA,423,N528UA,EWR,PDX,310,2434,8,5,995
582,2013,4,20,924,930,-6,1308,1255,13,AA,179,N328AA,JFK,SFO,363,2586,9,30,183413
583,2013,10,3,1937,1840,57,2105,1958,67,EV,4131,N16954,EWR,RIC,55,277,18,40,29816
584,2013,10,5,851,859,-8,1050,1102,-12,EV,4380,N13202,EWR,MSP,153,1008,8,59,31102
585,2013,4,4,1312,1310,2,1453,1447,6,EV,4681,N17560,EWR,GSO,80,445,13,10,168467
586,2013,4,9,2020,1935,45,2234,2159,35,EV,4333,N14171,EWR,TUL,174,1215,19,35,173525
587,2013,10,4,2103,2059,4,2250,2255,-5,EV,4368,N11165,EWR,DAY,79,533,20,59,30892
588,2013,12,12,1805,1800,5,1920,1919,1,US,2191,N705UW,LGA,DCA,46,214,18,0,94190
589,2013,10,2,1706,1659,7,1920,1939,-19,UA,306,N482UA,EWR,LAS,290,2227,16,59,28677
590,2013,9,5,702,705,-3,949,1014,-25,DL,2003,N318NB,LGA,MIA,150,1096,7,5,312852
591,2013,6,18,1112,1115,-3,1329,1255,34,AA,327,N4WNAA,LGA,ORD,116,733,11,15,238414
592,2013,11,15,456,500,-4,634,651,-17,US,1895,N193UW,EWR,CLT,82,529,5,0,68897
593,2013,9,21,1531,1500,31,1758,1801,-3,DL,2181,N941DL,LGA,MCO,127,950,15,0,328125
594,2013,1,7,1705,1659,6,1804,1822,-18,UA,531,N403UA,EWR,BOS,36,200,16,59,5834
595,2013,7,31,1708,1710,-2,1942,2005,-23,AA,257,N5EAAA,JFK,LAS,294,2248,17,10,279578
596,2013,11,25,629,630,-1,812,830,-18,MQ,2810,N5PBMQ,LGA,DTW,83,502,6,30,78119
597,2013,9,12,628,625,3,752,800,-8,MQ,3525,N720MQ,LGA,RDU,64,431,6,25,319264
598,2013,7,14,1726,1715,11,1923,1929,-6,EV,3833,N14993,EWR,CVG,83,569,17,15,263113
599,2013,4,13,1228,1235,-7,1536,1549,-13,DL,1375,N399DA,JFK,SLC,283,1990,12,35,176928
600,2013,6,8,815,820,-5,913,930,-17,AA,1838,N3KNAA,JFK,BOS,37,187,8,20,228872
601,2013,3,4,NA,1855,NA,NA,2100,NA,MQ,4649,N523MQ,LGA,MSP,NA,1020,18,55,139856
602,2013,11,9,1554,1600,-6,1750,1757,-7,EV,4537,N16963,EWR,MEM,146,946,16,0,63854
603,2013,6,20,1254,1300,-6,1409,1420,-11,EV,5797,N13955,EWR,RIC,53,277,13,0,240456
604,2013,6,21,930,930,0,1206,1230,-24,WN,1983,N207WN,EWR,AUS,197,1504,9,30,241291
605,2013,7,21,2141,2129,12,2348,2349,-1,EV,3832,N11565,EWR,SDF,98,642,21,29,270059
606,2013,6,13,1824,1715,69,1937,1829,68,B6,1176,N190JB,EWR,BOS,42,200,17,15,234061
607,2013,5,26,846,850,-4,945,1014,-29,9E,3465,N929XJ,JFK,BOS,38,187,8,50,216745
608,2013,4,28,1631,1557,34,1834,1756,38,EV,4352,N14993,EWR,CVG,102,569,15,57,191136
609,2013,4,2,807,815,-8,944,1008,-24,9E,3521,N905XJ,JFK,ORD,126,740,8,15,166221
610,2013,5,22,NA,2034,NA,NA,2203,NA,EV,4224,N14543,EWR,MKE,NA,725,20,34,213890
611,2013,12,14,602,600,2,844,853,-9,UA,377,N807UA,EWR,MCO,144,937,6,0,95406
612,2013,1,6,1330,1340,-10,1620,1626,-6,B6,525,N197JB,EWR,MCO,147,937,13,40,4685
613,2013,5,18,835,840,-5,1104,1135,-31,UA,692,N810UA,EWR,IAH,186,1400,8,40,209512
614,2013,10,29,1532,1529,3,1827,1825,2,B6,573,N537JB,EWR,TPA,137,997,15,29,53622
615,2013,2,12,951,1000,-9,1234,1304,-30,B6,503,N656JB,EWR,FLL,149,1065,10,0,121006
616,2013,12,16,559,600,-1,944,933,11,UA,303,N598UA,JFK,SFO,372,2586,6,0,96979
617,2013,4,18,601,605,-4,851,910,-19,AA,1837,N3KAAA,LGA,MIA,145,1096,6,5,181277
618,2013,6,27,1807,1726,41,2108,2009,59,UA,1593,N77430,EWR,LAS,321,2227,17,26,247443
619,2013,5,17,756,800,-4,941,958,-17,B6,1273,N238JB,JFK,CHS,84,636,8,0,208521
620,2013,1,30,954,1000,-6,1248,1239,9,DL,1847,N671DN,LGA,ATL,137,762,10,0,25420
621,2013,7,2,1100,1100,0,1357,1348,9,DL,695,N918DL,JFK,MCO,142,944,11,0,251744
622,2013,6,24,857,850,7,1000,1014,-14,9E,3427,N600LR,JFK,DCA,38,213,8,50,244001
623,2013,9,5,1708,1710,-2,1955,2033,-38,B6,167,N796JB,JFK,OAK,327,2576,17,10,313459
624,2013,10,15,2048,1930,78,2236,2124,72,9E,3331,N921XJ,JFK,RDU,70,427,19,30,40923
625,2013,6,24,455,500,-5,636,640,-4,US,1431,N559UW,EWR,CLT,79,529,5,0,243770
626,2013,9,2,1122,1130,-8,1306,1330,-24,US,2077,N154UW,LGA,CLT,79,544,11,30,310253
627,2013,7,28,1151,1155,-4,1403,1420,-17,WN,1836,N798SW,LGA,DEN,224,1620,11,55,276301
628,2013,9,11,1012,1015,-3,1147,1212,-25,US,2067,N104UW,JFK,CLT,75,541,10,15,318542
629,2013,2,6,1340,1250,50,1534,1449,45,EV,4893,N755EV,EWR,DTW,91,488,12,50,115978
630,2013,6,20,935,930,5,1034,1039,-5,B6,116,N634JB,JFK,SYR,42,209,9,30,240296
631,2013,8,25,1927,1930,-3,2150,2224,-34,DL,1485,N3741S,LGA,MCO,117,950,19,30,303524
632,2013,12,10,NA,1100,NA,NA,1210,NA,MQ,3230,N6EAMQ,JFK,DCA,NA,213,11,0,92431
633,2013,10,7,NA,1612,NA,NA,1820,NA,EV,4352,N14923,EWR,CVG,NA,569,16,12,33508
634,2013,4,14,815,800,15,1045,1024,21,DL,689,N334NB,LGA,MSY,183,1183,8,0,177499
635,2013,3,5,NA,2100,NA,NA,2215,NA,US,2191,NA,LGA,DCA,NA,214,21,0,140814
636,2013,3,3,2154,2151,3,2300,2259,1,UA,744,N465UA,EWR,BOS,35,200,21,51,138857
637,2013,9,1,1256,1224,32,1523,1530,-7,UA,204,N536UA,EWR,SFO,314,2565,12,24,309504
638,2013,9,30,1935,1935,0,2211,2229,-18,B6,225,N589JB,JFK,TPA,132,1005,19,35,336655
639,2013,7,10,1052,1055,-3,1358,1358,0,B6,971,N613JB,LGA,FLL,138,1076,10,55,259001
640,2013,1,27,1757,1805,-8,1936,1955,-19,MQ,4626,N506MQ,LGA,CMH,79,479,18,5,23141
641,2013,8,31,1715,1720,-5,1832,1851,-19,EV,4191,N14991,EWR,BNA,113,748,17,20,309046
642,2013,12,30,NA,1452,NA,NA,1559,NA,EV,4372,N14573,EWR,DCA,NA,199,14,52,110512
643,2013,4,24,538,540,-2,848,840,8,AA,701,N640AA,JFK,MIA,156,1089,5,40,186867
644,2013,10,15,1719,1720,-1,2020,2019,1,DL,2471,N380DA,EWR,SLC,271,1969,17,20,40727
645,2013,3,29,1717,1720,-3,1813,1844,-31,UA,1172,N37267,EWR,BOS,39,200,17,20,163129
646,2013,4,14,916,920,-4,1202,1225,-23,AA,1739,N466AA,EWR,DFW,198,1372,9,20,177567
647,2013,2,12,758,800,-2,1147,1140,7,WN,1558,N727SW,EWR,PHX,323,2133,8,0,120890
648,2013,12,10,NA,1600,NA,NA,1719,NA,US,2187,NA,LGA,DCA,NA,214,16,0,92492
649,2013,1,23,1817,1815,2,2046,2050,-4,DL,926,N301DQ,EWR,ATL,115,746,18,15,19828
650,2013,11,2,841,845,-4,930,955,-25,9E,3841,N8869B,JFK,PHL,27,94,8,45,57036
651,2013,12,19,1501,1455,6,1800,1805,-5,AA,1155,N3KMAA,LGA,DFW,205,1389,14,55,100352
652,2013,11,11,1546,1500,46,1757,1641,76,UA,1198,N33292,LGA,ORD,135,733,15,0,65582
653,2013,3,26,1116,1115,1,1408,1424,-16,B6,673,N793JB,JFK,LAX,333,2475,11,15,159860
654,2013,12,15,2336,1800,336,153,2046,307,DL,2147,N963DL,LGA,ATL,113,762,18,0,96892
655,2013,7,22,2243,2059,104,33,2225,128,UA,994,N854UA,EWR,BOS,37,200,20,59,270978
656,2013,11,19,1124,1130,-6,1329,1332,-3,US,707,N560UW,LGA,CLT,90,544,11,30,72832
657,2013,7,9,949,955,-6,1144,1213,-29,9E,4060,N8673D,LGA,DAY,98,549,9,55,257920
658,2013,7,22,NA,1830,NA,NA,1955,NA,MQ,3486,N721MQ,LGA,BNA,NA,764,18,30,271116
659,2013,2,12,1558,1600,-2,1924,1915,9,AA,565,N3GSAA,JFK,DFW,241,1391,16,0,121322
660,2013,10,15,838,840,-2,1119,1145,-26,UA,1401,N15712,EWR,MIA,137,1085,8,40,40232
661,2013,6,9,1115,1114,1,1227,1255,-28,EV,5273,N719EV,LGA,PIT,54,335,11,14,229803
662,2013,8,31,711,715,-4,949,1010,-21,VX,399,N630VA,JFK,LAX,310,2475,7,15,308587
663,2013,10,2,1506,1500,6,1752,1748,4,UA,407,N539UA,EWR,TPA,139,997,15,0,28538
664,2013,1,13,1655,1655,0,2014,2035,-21,VX,413,N636VA,JFK,LAX,358,2475,16,55,10988
665,2013,9,15,1644,1648,-4,1857,1919,-22,EV,4705,N12126,EWR,ATL,109,746,16,48,322446
666,2013,6,26,1752,1703,49,1932,1842,50,EV,4202,N14573,EWR,STL,130,872,17,3,246450
667,2013,12,21,1951,1930,21,2246,2301,-15,DL,432,N655DL,JFK,SLC,272,1990,19,30,102493
668,2013,7,11,1249,1250,-1,1437,1450,-13,DL,1131,N329NB,LGA,DTW,81,502,12,50,260047
669,2013,4,7,1846,1850,-4,2104,2115,-11,9E,3443,N925XJ,JFK,MCI,172,1113,18,50,171485
670,2013,4,4,601,600,1,848,906,-18,UA,1431,N77530,EWR,DFW,209,1372,6,0,168061
671,2013,1,23,1826,1750,36,1938,1908,30,B6,1307,N307JB,JFK,IAD,53,228,17,50,19837
672,2013,11,23,1609,1610,-1,1902,1918,-16,UA,1242,N37427,EWR,FLL,150,1065,16,10,76938
673,2013,2,18,1935,1929,6,2240,2247,-7,DL,1854,N348NW,LGA,FLL,150,1076,19,29,126878
674,2013,8,11,1610,1545,25,2050,2005,45,DL,4,N3746H,JFK,SJU,197,1598,15,45,289996
675,2013,11,28,1000,1000,0,1243,1244,-1,DL,1847,N978DL,LGA,ATL,112,762,10,0,81279
676,2013,7,23,1904,1845,19,2117,2115,2,DL,245,N3745B,JFK,PHX,282,2153,18,45,271833
677,2013,3,13,1922,1929,-7,2232,2247,-15,DL,1433,N364NB,LGA,RSW,162,1080,19,29,148198
678,2013,1,12,753,759,-6,923,909,14,EV,4696,N15983,EWR,MHT,58,209,7,59,9864
679,2013,2,25,1329,1314,15,1500,1451,9,EV,4321,N12564,EWR,GSO,74,445,13,14,132878
680,2013,6,9,1443,1445,-2,1543,1612,-29,9E,3404,N910XJ,JFK,BOS,36,187,14,45,229960
681,2013,6,18,2134,1827,187,2313,1943,210,EV,4224,N19554,EWR,MKE,121,725,18,27,238908
682,2013,8,17,1016,1010,6,1124,1135,-11,UA,1444,N39475,EWR,ORD,106,719,10,10,295587
683,2013,4,25,1603,1600,3,1743,1720,23,AA,854,N3GUAA,JFK,BOS,43,187,16,0,188424
684,2013,11,6,1826,1830,-4,2206,2205,1,B6,669,N789JB,JFK,SJC,365,2569,18,30,61201
685,2013,5,27,1452,1444,8,1844,1844,0,B6,705,N526JB,JFK,SJU,192,1598,14,44,217830
686,2013,6,28,1455,1455,0,1635,1645,-10,MQ,3359,N830MQ,JFK,RDU,70,427,14,55,248239
687,2013,12,26,1447,1453,-6,1558,1608,-10,EV,5801,N12567,EWR,BUF,54,282,14,53,106446
688,2013,1,28,NA,905,NA,NA,1226,NA,DL,2379,N334NB,LGA,FLL,NA,1076,9,5,24224
689,2013,12,13,2103,2054,9,2301,2306,-5,EV,3819,N16981,EWR,CVG,95,569,20,54,95337
690,2013,7,21,2146,2040,66,2332,2235,57,MQ,3603,N725MQ,LGA,DTW,82,502,20,40,270065
691,2013,2,20,928,925,3,1141,1205,-24,WN,102,N470WN,EWR,DEN,233,1605,9,25,128204
692,2013,6,15,817,820,-3,1016,1041,-25,9E,4248,N824AY,JFK,CHS,87,636,8,20,235504
693,2013,3,17,1052,1051,1,1203,1214,-11,EV,4221,N14562,EWR,BUF,57,282,10,51,151338
694,2013,11,19,1655,1650,5,2003,2002,1,B6,89,N593JB,JFK,SAN,344,2446,16,50,73164
695,2013,3,31,2052,2100,-8,2201,2215,-14,US,2191,N732US,LGA,DCA,45,214,21,0,165011
696,2013,6,5,2051,2100,-9,2202,2212,-10,US,2191,N756US,LGA,DCA,45,214,21,0,226729
697,2013,9,5,2038,2030,8,2143,2155,-12,WN,1707,N281WN,LGA,MDW,106,725,20,30,313668
698,2013,7,18,1614,1610,4,1835,1800,35,AA,343,N482AA,LGA,ORD,121,733,16,10,267019
699,2013,1,2,801,730,31,1136,1040,56,AA,2083,N487AA,EWR,DFW,241,1372,7,30,993
700,2013,5,28,1203,1210,-7,1459,1510,-11,B6,143,N637JB,JFK,RSW,154,1074,12,10,218667
701,2013,11,9,1624,1630,-6,1934,1957,-23,US,516,N657AW,EWR,PHX,286,2133,16,30,63886
702,2013,8,30,1150,1200,-10,1410,1455,-45,AA,3,N339AA,JFK,LAX,296,2475,12,0,307923
703,2013,12,29,1313,1315,-2,1503,1506,-3,US,802,N539UW,EWR,CLT,93,529,13,15,109042
704,2013,5,14,1308,1245,23,1541,1543,-2,B6,505,N629JB,EWR,FLL,132,1065,12,45,205902
705,2013,9,6,808,805,3,1043,1101,-18,DL,1167,N308DE,JFK,TPA,135,1005,8,5,313895
706,2013,12,23,1442,928,314,1659,1149,310,EV,4087,N16954,EWR,IND,119,645,9,28,103997
707,2013,8,23,10,2359,11,354,350,4,B6,745,N827JB,JFK,PSE,203,1617,23,59,300994
708,2013,7,11,929,930,-1,1047,1048,-1,B6,586,N183JB,JFK,ROC,51,264,9,30,259893
709,2013,4,20,1716,1720,-4,2050,2025,25,AA,695,N3FWAA,JFK,AUS,230,1521,17,20,183787
710,2013,7,10,1139,1145,-6,1328,1320,8,AA,1855,N492AA,LGA,STL,130,888,11,45,259044
711,2013,5,4,1517,1522,-5,1654,1755,-61,UA,215,N455UA,LGA,DEN,197,1620,15,22,196788
712,2013,4,2,731,740,-9,1026,1040,-14,AA,715,N4YAAA,LGA,DFW,205,1389,7,40,166174
713,2013,4,1,1344,1314,30,1557,1534,23,FL,352,N336AT,LGA,ATL,116,762,13,14,165535
714,2013,12,15,NA,935,NA,NA,1115,NA,WN,876,NA,LGA,MDW,NA,725,9,35,96945
715,2013,1,21,2038,2042,-4,2230,2231,-1,EV,3833,N11539,EWR,STL,155,872,20,42,18155
716,2013,3,6,1528,1529,-1,1758,1815,-17,UA,987,N418UA,EWR,LAS,309,2227,15,29,141315
717,2013,8,1,NA,1300,NA,NA,1416,NA,US,2181,NA,LGA,DCA,NA,214,13,0,280870
718,2013,1,22,948,950,-2,1123,1130,-7,WN,1964,N491WN,LGA,MKE,118,738,9,50,18489
719,2013,12,5,1731,1730,1,1901,1914,-13,B6,1185,N183JB,JFK,RDU,67,427,17,30,87633
720,2013,2,3,1100,1100,0,1411,1413,-2,UA,952,N441UA,EWR,RSW,159,1068,11,0,113126
721,2013,4,26,2357,2359,-2,318,343,-25,B6,707,N590JB,JFK,SJU,180,1598,23,59,189795
722,2013,8,12,631,630,1,915,904,11,B6,1099,N534JB,LGA,MCO,129,950,6,30,290407
723,2013,11,11,1816,1805,11,2002,1950,12,WN,195,N784SW,LGA,STL,140,888,18,5,65755
724,2013,6,9,2023,2025,-2,2242,2232,10,EV,4536,N14998,EWR,CVG,93,569,20,25,230339
725,2013,3,31,1021,1029,-8,1214,1237,-23,EV,4689,N12122,EWR,CHS,101,628,10,29,164423
726,2013,7,27,752,755,-3,907,930,-23,AA,309,N578AA,LGA,ORD,110,733,7,55,275261
727,2013,4,1,1423,1426,-3,1643,1653,-10,DL,1705,N343NW,LGA,MSY,182,1183,14,26,165560
728,2013,7,18,1519,1520,-1,1725,1805,-40,DL,1773,N383DN,JFK,LAS,267,2248,15,20,266952
729,2013,5,11,747,730,17,1041,1050,-9,AA,33,N329AA,JFK,LAX,313,2475,7,30,202954
730,2013,4,25,1929,1709,140,2227,1853,NA,EV,4202,N14972,EWR,STL,NA,872,17,9,188641
731,2013,1,28,1827,1835,-8,1934,1950,-16,MQ,3944,N659MQ,JFK,BWI,36,184,18,35,24052
732,2013,5,12,1249,1250,-1,1547,1535,12,WN,1791,N901WN,EWR,HOU,222,1411,12,50,203933
733,2013,11,28,630,635,-5,806,812,-6,EV,4424,N17138,EWR,RDU,69,416,6,35,81060
734,2013,10,23,1814,1803,11,2125,2117,8,UA,1455,N11206,EWR,LAX,330,2454,18,3,48276
735,2013,12,27,650,650,0,1019,955,24,AA,2493,N622AA,JFK,MCO,157,944,6,50,106958
736,2013,5,14,1833,1835,-2,2141,2213,-32,B6,173,N645JB,JFK,SJC,339,2569,18,35,206240
737,2013,10,11,1055,1045,10,1411,1359,12,DL,954,N327NB,LGA,FLL,145,1076,10,45,36799
738,2013,10,11,1615,1615,0,1836,1845,-9,MQ,3357,N518MQ,LGA,ATL,100,762,16,15,37059
739,2013,3,2,1026,1030,-4,1344,1345,-1,AA,415,N335AA,JFK,MIA,173,1089,10,30,137453
740,2013,3,16,1202,1157,5,1447,1450,-3,B6,27,N184JB,JFK,TPA,147,1005,11,57,150630
741,2013,4,11,1301,942,199,1535,1223,192,B6,197,N580JB,JFK,LAS,304,2248,9,42,175031
742,2013,7,16,2122,2051,31,11,2358,13,B6,165,N623JB,JFK,PDX,312,2454,20,51,265348
743,2013,6,7,820,825,-5,1037,1053,-16,DL,2170,N397DA,JFK,PHX,277,2153,8,25,227938
744,2013,12,7,1645,1647,-2,1843,1846,-3,DL,1518,N990AT,EWR,DTW,92,488,16,47,89526
745,2013,9,2,1812,1450,202,2047,1755,172,UA,569,N427UA,EWR,FLL,140,1065,14,50,310506
746,2013,9,8,1407,1415,-8,1551,1550,1,AA,1170,N4YPAA,LGA,STL,124,888,14,15,315806
747,2013,3,30,1601,1605,-4,1848,1911,-23,B6,157,N517JB,JFK,MCO,131,944,16,5,163923
748,2013,1,21,2048,2055,-7,2239,2250,-11,MQ,4573,N713MQ,LGA,DTW,91,502,20,55,18164
749,2013,8,31,555,600,-5,848,923,-35,UA,303,N554UA,JFK,SFO,330,2586,6,0,308532
750,2013,3,25,511,515,-4,809,814,-5,UA,1545,N79279,EWR,IAH,217,1400,5,15,158535
751,2013,6,15,858,905,-7,1148,1223,-35,DL,1057,N302NB,LGA,MIA,143,1096,9,5,235550
752,2013,3,24,1859,1900,-1,2136,2131,5,DL,947,N690DL,LGA,ATL,124,762,19,0,158343
